Date,AAPL,AMD,MSFT,AMZN,GOOGL,JPM,META,TSLA,V,JNJ,PG,NVDA,MA,HD,UNH,VZ,NFLX,DIS,PYPL,ADBE,AVG,Cumulative_Sum,SPY,Returns
17/11/2022,-$0.01,-$0.02,$0.00,$0.02,$0.01,$0.00,$0.02,-$0.02,-$0.00,-$0.01,$0.01,$0.01,$0.00,$0.01,-$0.01,-$0.01,$0.04,$0.03,$0.02,$0.00,$0.00,$1.42,394.24,0.937378264
18/11/2022,-$0.00,$0.00,$0.00,$0.01,$0.01,-$0.01,-$0.01,-$0.02,$0.00,-$0.01,-$0.01,$0.02,-$0.01,-$0.01,-$0.03,-$0.01,$0.03,-$0.00,$0.01,$0.02,$0.00,$1.42,396.03,0.939224277
21/11/2022,$0.02,$0.02,-$0.00,$0.02,$0.02,$0.01,$0.02,-$0.07,$0.02,$0.00,-$0.01,$0.01,$0.02,-$0.01,$0.02,-$0.00,$0.01,-$0.06,$0.05,$0.03,$0.00,$1.43,394.59,0.937739588
22/11/2022,-$0.01,-$0.04,-$0.01,-$0.01,-$0.02,-$0.01,-$0.01,$0.01,-$0.02,-$0.00,-$0.01,-$0.05,-$0.02,-$0.03,-$0.01,-$0.01,-$0.01,$0.01,$0.01,-$0.03,-$0.01,$1.41,399.9,0.943199308
23/11/2022,-$0.01,-$0.02,-$0.01,-$0.01,-$0.01,-$0.01,-$0.01,$0.08,-$0.01,-$0.00,-$0.01,-$0.03,-$0.01,$0.01,-$0.01,$0.01,-$0.02,-$0.03,-$0.01,-$0.01,-$0.01,$1.41,402.42,0.945776013
25/11/2022,$0.02,$0.02,$0.00,$0.01,$0.01,-$0.00,$0.01,$0.00,-$0.01,-$0.00,-$0.00,$0.02,-$0.01,-$0.02,-$0.01,-$0.00,$0.02,$0.00,$0.01,$0.00,$0.00,$1.41,402.33,0.945684145
28/11/2022,$0.03,$0.03,$0.02,-$0.01,$0.01,$0.02,$0.02,-$0.00,$0.01,-$0.00,$0.00,$0.03,$0.02,$0.02,$0.01,$0.02,$0.02,$0.03,$0.00,$0.02,$0.02,$1.42,395.91,0.939100669
29/11/2022,$0.02,-$0.00,$0.01,$0.02,$0.01,-$0.02,-$0.01,$0.01,$0.01,$0.01,$0.01,$0.01,$0.00,$0.01,$0.01,-$0.00,$0.00,$0.01,$0.03,$0.01,$0.01,$1.43,395.23,0.938399827
30/11/2022,-$0.05,-$0.06,-$0.06,-$0.04,-$0.06,-$0.01,-$0.08,-$0.07,-$0.04,-$0.01,-$0.03,-$0.08,-$0.04,-$0.03,-$0.04,-$0.02,-$0.08,-$0.03,-$0.01,-$0.05,-$0.04,$1.39,407.68,0.951125117
1/12/2022,-$0.00,$0.00,$0.00,$0.01, $-   ,$0.01,-$0.02, $-   , $-   ,-$0.00,-$0.00,-$0.01,-$0.01,-$0.01,$0.02,$0.02,-$0.04,-$0.01,-$0.00,$0.00,$0.00,$1.39,407.38,0.950821088
2/12/2022,$0.00,$0.03,-$0.00,$0.01,$0.01,$0.01,-$0.03,-$0.00,-$0.00,-$0.00,-$0.01,$0.02,$0.00,-$0.00,$0.00,$0.00,-$0.01,-$0.01,$0.05,$0.01,$0.00,$1.39,406.91,0.950344522
5/12/2022,$0.01,$0.02,$0.02,$0.03,$0.01,$0.03,$0.01,$0.07,$0.02,$0.00,$0.01,$0.02,$0.01,$0.02,$0.00,$0.03,$0.02,$0.04,-$0.01,$0.02,$0.02,$1.41,399.59,0.942881698
6/12/2022,$0.03,$0.05,$0.02,$0.03,$0.03,-$0.00,$0.07,$0.01,$0.02,$0.02,-$0.00,$0.04,$0.02,$0.01,-$0.01,$0.00,$0.02,$0.04,-$0.02,$0.01,$0.02,$1.43,393.83,0.936954767
7/12/2022,$0.01,$0.00,$0.00,-$0.00,$0.02,$0.00,$0.00,$0.03,$0.01,-$0.01,-$0.01,-$0.01,$0.00,-$0.01,-$0.01,-$0.01,-$0.01,$0.00,$0.03,$0.01,$0.00,$1.43,393.16,0.936262174
8/12/2022,-$0.01,-$0.00,-$0.01,-$0.02,$0.01,-$0.01,-$0.01,$0.00,-$0.01,-$0.00,-$0.01,-$0.06,-$0.01,-$0.01,-$0.01,$0.00,-$0.01,-$0.00,$0.00,-$0.02,-$0.01,$1.42,396.24,0.939440538
9/12/2022,$0.00,$0.03,$0.01,$0.01,$0.01,$0.01,-$0.00,-$0.03,$0.00,$0.01,$0.00,$0.01,$0.01,$0.01,$0.02,-$0.01,-$0.03,-$0.01,$0.01,$0.01,$0.00,$1.42,393.28,0.936386269
12/12/2022,-$0.02,-$0.03,-$0.03,-$0.02,-$0.01,-$0.02,$0.01,$0.06,-$0.03,-$0.01,-$0.01,-$0.03,-$0.03,-$0.02,-$0.01,-$0.01,$0.02,-$0.01,-$0.00,-$0.02,-$0.01,$1.41,398.95,0.942225547
13/12/2022,-$0.01,-$0.01,-$0.02,-$0.02,-$0.02,$0.00,-$0.05,-$0.04,$0.01,-$0.01,$0.00,-$0.03,$0.00,-$0.01,$0.01,$0.00,-$0.02,-$0.00,$0.00,-$0.01,-$0.01,$1.40,401.97,0.945316558
14/12/2022,$0.02,$0.04,-$0.00,$0.01,$0.01,$0.01,-$0.01,-$0.03,-$0.00,-$0.00,-$0.00,$0.02,-$0.00,-$0.00,-$0.00,$0.01,$0.01,$0.01,$0.01,$0.01,$0.00,$1.41,399.4,0.942686966
15/12/2022,$0.05,$0.04,$0.03,$0.03,$0.05,$0.03,$0.05,$0.01,$0.03,$0.01,$0.01,$0.04,$0.03,$0.02,$0.02,-$0.01,$0.09,$0.04,$0.04,$0.03,$0.03,$1.44,389.63,0.932602066
16/12/2022,-$0.01,$0.02,$0.02,$0.01,$0.01,-$0.01,-$0.03,-$0.05,$0.00,$0.01,$0.00,$0.02,$0.00,$0.01,$0.01,$0.02,-$0.00,$0.00,-$0.01,-$0.03,$0.00,$1.44,383.27,0.925960001
19/12/2022,-$0.02,$0.01,$0.02,$0.03,-$0.02,$0.01,$0.04,-$0.00,$0.01,$0.00,$0.00,$0.02,$0.01,$0.02,$0.00,$0.00,$0.01,$0.05,-$0.00,$0.03,$0.01,$1.45,380.02,0.92254178
20/12/2022,-$0.00,$0.01,-$0.01,$0.00,$0.01,$0.00,-$0.02,-$0.08,-$0.00,-$0.00,-$0.00,$0.01,-$0.00,$0.01,$0.01,$0.00,$0.00,$0.01,$0.00,-$0.03,$0.00,$1.45,380.54,0.923089803
21/12/2022,$0.02,$0.04,-$0.01,$0.02,$0.01,-$0.01,-$0.02,-$0.00,-$0.01,-$0.01,-$0.01,-$0.03,-$0.01,-$0.01,-$0.01,-$0.02,-$0.03,-$0.00,-$0.01,-$0.01,-$0.01,$1.44,386.23,0.929058971
22/12/2022,-$0.02,$0.06,$0.03,$0.03,-$0.02,$0.01,$0.02,-$0.09,$0.01,$0.00,-$0.00,$0.07,$0.01,$0.01,$0.00,-$0.01,$0.00,-$0.00,$0.01,$0.01,$0.01,$1.45,380.72,0.923279405
23/12/2022,-$0.00,$0.01,-$0.00,$0.02,$0.02,-$0.00,-$0.01,-$0.02,-$0.00,-$0.00,-$0.00,-$0.01,-$0.01,-$0.01,-$0.01,-$0.00,$0.01,$0.02,-$0.01,-$0.01,$0.00,$1.44,382.91,0.925582177
27/12/2022,-$0.01,-$0.02,$0.01,-$0.03,$0.02,-$0.00,$0.01,-$0.12,-$0.00,$0.00,-$0.01,-$0.07,-$0.01,-$0.00,-$0.00,-$0.02,$0.04,$0.02,$0.01,$0.01,-$0.01,$1.44,381.4,0.923995221
28/12/2022,-$0.03,-$0.01,-$0.01,-$0.01,-$0.02,-$0.01,$0.01,$0.03,$0.01,$0.00,$0.01,-$0.01,$0.01,$0.01,$0.01,$0.01,$0.03,-$0.03,$0.01,$0.02,$0.00,$1.44,376.66,0.918990434
29/12/2022,$0.03,$0.04,$0.03,$0.03,$0.03,-$0.01,-$0.04,$0.08,-$0.01,-$0.01,-$0.00,$0.04,-$0.02,-$0.01,-$0.00,-$0.01,$0.05,$0.04,-$0.04,-$0.03,$0.01,$1.45,383.44,0.926138348
30/12/2022,$0.00,$0.00,$0.00,$0.00,$0.00,-$0.01,-$0.00,$0.01,$0.00,$0.01,$0.01,$0.00,$0.00,$0.01,-$0.00,-$0.00,-$0.01,$0.00,-$0.01,$0.00,$0.00,$1.45,382.43,0.925078098
3/1/2023,$0.04,$0.01,$0.00,-$0.02,-$0.01,-$0.01,-$0.04,$0.13,$0.00,-$0.01,-$0.00,-$0.02,$0.00,-$0.00,$0.02,-$0.02,-$0.00,-$0.02,-$0.05,-$0.00,$0.00,$1.45,380.82,0.923384718
4/1/2023,$0.01,-$0.01,$0.04,$0.01,$0.01,-$0.01,-$0.02,$0.05,-$0.02,-$0.01,-$0.00,$0.03,-$0.02,-$0.01,-$0.03,-$0.02,-$0.05,-$0.03,-$0.04,-$0.01,-$0.01,$1.44,383.76,0.926473939
5/1/2023,-$0.01,$0.04,-$0.03,$0.02,$0.02,$0.01,$0.00,$0.03,$0.01,$0.01,$0.01,$0.03,$0.01,$0.01,-$0.03,-$0.01,-$0.00,$0.00,$0.02,$0.04,$0.01,$1.45,379.38,0.921866707
6/1/2023,$0.04,-$0.03,$0.01,-$0.04,-$0.01,-$0.02,-$0.02,-$0.02,-$0.03,-$0.01,-$0.02,$0.04,-$0.04,-$0.01,$0.00,-$0.01,-$0.02,-$0.02,-$0.00,-$0.01,-$0.01,$1.44,388.08,0.93098901
9/1/2023,-$0.00,-$0.05,$0.01,-$0.01,-$0.01,$0.00,$0.00,-$0.06,-$0.00,$0.03,$0.01,-$0.05,-$0.01,-$0.00,$0.00,$0.02,$0.00,-$0.01,-$0.01,-$0.03,-$0.01,$1.43,387.86,0.930759765
10/1/2023,-$0.00,-$0.01,$0.01,-$0.03,-$0.00,-$0.01,-$0.03,$0.01,-$0.01,$0.00,$0.00,-$0.02,-$0.00,-$0.01,-$0.01,-$0.01,-$0.04,-$0.01,-$0.01,$0.01,-$0.01,$1.42,390.58,0.933588919
11/1/2023,-$0.02,-$0.01,-$0.03,-$0.06,-$0.03,-$0.01,$0.00,-$0.04,-$0.00,-$0.00,$0.01,-$0.01,-$0.02,-$0.03,$0.02,$0.02,$0.00,-$0.01,-$0.01,-$0.01,-$0.01,$1.41,395.52,0.938698799
12/1/2023,$0.00,-$0.02,-$0.01,-$0.00,$0.00,$0.00,-$0.03,-$0.00,-$0.01,-$0.01,$0.01,-$0.03,-$0.01,-$0.00,$0.00,-$0.02,-$0.01,-$0.04,-$0.02,-$0.00,-$0.01,$1.40,396.96,0.940181515
13/1/2023,-$0.01,-$0.00,-$0.00,-$0.03,-$0.01,-$0.02,-$0.00,$0.01,$0.00,-$0.00,-$0.01,-$0.02,$0.01,-$0.00,$0.01,-$0.00,-$0.01,$0.00,$0.00,$0.00,$0.00,$1.40,398.5,0.941763835
17/1/2023,-$0.01,-$0.01,-$0.00,$0.02,$0.01,$0.02,$0.01,-$0.07,$0.00,-$0.01,$0.00,-$0.05,$0.00,$0.01,-$0.01,$0.02,$0.02,-$0.01,-$0.01, $-   ,$0.00,$1.39,397.77,0.941014206
18/1/2023,$0.01,$0.01,$0.02,$0.01,$0.00,$0.03,$0.02,$0.02,$0.02,-$0.02,$0.03,$0.02,$0.02,$0.01,-$0.02,$0.02,-$0.00,$0.01,$0.04,$0.01,$0.01,$1.41,391.49,0.934532949
19/1/2023,-$0.00,$0.04,$0.02,$0.02,-$0.02,$0.01,-$0.02,$0.01,-$0.00,-$0.00,-$0.03,$0.04,$0.00,$0.04,$0.02,-$0.00,$0.03,-$0.00,$0.01,-$0.00,$0.01,$1.41,388.64,0.931572211
20/1/2023,-$0.02,-$0.03,-$0.04,-$0.04,-$0.05,-$0.00,-$0.02,-$0.05,-$0.02,-$0.00,$0.00,-$0.06,-$0.02,$0.01,-$0.00,$0.00,-$0.08,-$0.04,-$0.03,-$0.04,-$0.03,$1.39,395.88,0.939069764
23/1/2023,-$0.02,-$0.09,-$0.01,-$0.00,-$0.02,-$0.02,-$0.03,-$0.07,$0.00,-$0.00,-$0.01,-$0.07,-$0.01,-$0.00,$0.00,$0.01,-$0.04,-$0.02,-$0.01,-$0.02,-$0.02,$1.36,400.63,0.943946677
24/1/2023,-$0.01,$0.02,$0.00,$0.01,$0.02,-$0.01,$0.00,-$0.00,$0.00, $-   ,$0.01,-$0.00,-$0.00,-$0.01,-$0.01,-$0.02,-$0.02,-$0.00,-$0.00,$0.01,$0.00,$1.36,400.2,0.943506539
25/1/2023,$0.00,-$0.00,$0.01,-$0.01,$0.03,-$0.00,$0.01,-$0.00,-$0.00,$0.01,-$0.00,-$0.00,-$0.01,$0.00,-$0.00,$0.00,-$0.01,-$0.02,$0.01,$0.01,$0.00,$1.36,400.35,0.943660106
26/1/2023,-$0.01,-$0.00,-$0.03,-$0.02,-$0.02,-$0.01,-$0.04,-$0.10,$0.00,$0.00,-$0.00,-$0.02,$0.01,$0.01,$0.00,$0.00,$0.01,-$0.01,-$0.02,-$0.02,-$0.01,$1.35,404.75,0.948150333
27/1/2023,-$0.01,-$0.00,-$0.00,-$0.03,-$0.02,-$0.00,-$0.03,-$0.10,-$0.03,-$0.00,-$0.00,-$0.03,$0.01,-$0.01,$0.01,-$0.01,$0.01,$0.00,-$0.01,-$0.01,-$0.01,$1.34,405.68,0.949095863
30/1/2023,$0.02,$0.04,$0.02,$0.02,$0.02,$0.01,$0.03,$0.07,$0.01,-$0.04,$0.00,$0.06,$0.01,$0.01,$0.00,-$0.01,$0.02,$0.02,$0.03,$0.02,$0.02,$1.35,400.59,0.943905745
31/1/2023,-$0.01,-$0.04,-$0.02,-$0.03,-$0.02,-$0.01,-$0.01,-$0.04,-$0.00,$0.01,$0.01,-$0.02,$0.00,-$0.03,-$0.03,-$0.01,-$0.00,-$0.01,-$0.02,-$0.02,-$0.01,$1.34,406.48,0.949908242
1/2/2023,-$0.01,-$0.12,-$0.02,-$0.02,-$0.02,$0.00,-$0.03,-$0.05,-$0.00,$0.01,-$0.01,-$0.07,-$0.01,-$0.01,$0.00,-$0.00,-$0.02,-$0.01,-$0.02,-$0.04,-$0.02,$1.32,410.8,0.954279539
2/2/2023,-$0.04,-$0.04,-$0.05,-$0.07,-$0.07,$0.00,-$0.21,-$0.04,$0.01,$0.00,$0.01,-$0.04,-$0.00,-$0.04,$0.05,-$0.00,-$0.01,-$0.03,-$0.05,-$0.02,-$0.03,$1.29,416.78,0.960287848
3/2/2023,-$0.02,$0.03,$0.02,$0.09,$0.03,-$0.02,$0.01,-$0.01,-$0.00,$0.01,-$0.00,$0.03,$0.00,$0.02,$0.00,$0.01,$0.00,$0.02,$0.02,$0.03,$0.01,$1.30,412.35,0.955841601
6/2/2023,$0.02,$0.03,$0.01,$0.01,$0.02,-$0.01,$0.00,-$0.02,$0.00,$0.01,$0.01,$0.00,$0.00,$0.01,-$0.01,$0.01,$0.01,$0.01,$0.04,$0.01,$0.01,$1.31,409.83,0.953300293
7/2/2023,-$0.02,-$0.03,-$0.04,$0.00,-$0.05,-$0.01,-$0.03,-$0.01,-$0.01,-$0.00,$0.01,-$0.05,-$0.01,$0.01,-$0.00,$0.02,-$0.00,-$0.02,-$0.01,-$0.02,-$0.01,$1.29,415.19,0.958695107
8/2/2023,$0.02,$0.01,$0.00,$0.02,$0.08,$0.01,$0.04,-$0.02,$0.00,-$0.00,$0.01,-$0.00,$0.01,$0.01,-$0.01,$0.00,-$0.01,-$0.00,$0.04,$0.01,$0.01,$1.31,410.65,0.954128195
9/2/2023,$0.01,$0.02,$0.01,$0.02,$0.04,$0.02,$0.03,-$0.03,$0.00,$0.01,$0.01,-$0.01,-$0.00,$0.02,-$0.01,$0.02,$0.01,$0.01,$0.02,$0.01,$0.01,$1.32,407.09,0.950527074
10/2/2023,-$0.00,$0.02,$0.00,$0.01,$0.00,-$0.00,$0.02,$0.05,$0.01,$0.00,$0.01,$0.05,$0.01,-$0.00,-$0.02,-$0.01,$0.04,$0.02,-$0.03,$0.01,$0.01,$1.33,408.04,0.951489784
13/2/2023,-$0.02,-$0.02,-$0.03,-$0.02,-$0.00,-$0.01,-$0.03,$0.01,-$0.01,-$0.00,-$0.01,-$0.02,-$0.01,-$0.02,-$0.00,-$0.01,-$0.03,$0.00,$0.02,-$0.01,-$0.01,$1.31,412.83,0.956324663
14/2/2023,$0.00,-$0.03,-$0.00,-$0.00,-$0.00,-$0.00,-$0.00,-$0.07,-$0.00,$0.00,$0.01,-$0.05,$0.00,$0.02,$0.01,-$0.00,-$0.00, $-   ,$0.03,-$0.01,-$0.01,$1.31,412.64,0.956133489
15/2/2023,-$0.01,$0.01,$0.01,-$0.01,-$0.02,-$0.00,$0.01,-$0.02,$0.00,$0.02,$0.00,$0.01,$0.00,-$0.01,$0.00,-$0.00,-$0.00,-$0.01,-$0.01,$0.01,$0.00,$1.31,413.98,0.957480707
16/2/2023,$0.01,$0.06,$0.03,$0.03,$0.01,$0.01,$0.03,$0.06,$0.01,-$0.01,$0.01,$0.03,$0.01,-$0.00,$0.01,$0.01,$0.03,$0.03,$0.02,$0.03,$0.02,$1.33,408.28,0.951732794
17/2/2023,$0.01,$0.02,$0.02,$0.01,$0.01,-$0.00,-$0.00,-$0.03,$0.01,$0.01,-$0.02,$0.03,$0.02,$0.01,-$0.02,-$0.01,$0.01,$0.01,$0.03,$0.02,$0.01,$1.33,407.26,0.950699442
21/2/2023,$0.03,$0.02,$0.02,$0.03,$0.03,$0.02,$0.00,$0.05,$0.01,$0.02,$0.00,$0.03,-$0.01,$0.07,$0.02,$0.03,$0.03,$0.03,$0.01,$0.03,$0.02,$1.36,399.09,0.942369131
22/2/2023,-$0.00,$0.00,$0.00,-$0.01,$0.00,$0.01,$0.01,-$0.02,-$0.00,-$0.00,-$0.00,-$0.00,-$0.00,$0.00,$0.00,$0.00,$0.01,$0.00,$0.00,-$0.01,$0.00,$1.36,398.54,0.941804888
23/2/2023,-$0.00,-$0.04,-$0.01,-$0.00,$0.01,-$0.01,-$0.01,-$0.01,$0.01,-$0.00,$0.00,-$0.13,$0.00,$0.01,-$0.01,-$0.02,$0.03,-$0.00,$0.00,$0.00,-$0.01,$1.35,400.66,0.943977374
24/2/2023,$0.02,$0.02,$0.02,$0.02,$0.02,-$0.01,$0.01,$0.03,$0.01,-$0.01,$0.01,$0.02,-$0.01,-$0.01,$0.02,$0.01,-$0.02,$0.01,$0.02,$0.08,$0.01,$1.36,396.38,0.939584677
27/2/2023,-$0.01,-$0.01,-$0.00,-$0.00,$0.01,-$0.01,$0.01,-$0.05,$0.00,-$0.00,$0.00,-$0.01,$0.01,-$0.00,$0.00,$0.00,$0.02,$0.00,$0.00,$0.01,$0.00,$1.36,397.73,0.940973108
28/2/2023,$0.00,$0.00,$0.00,-$0.01,-$0.00,-$0.01,-$0.03,$0.01,$0.00,-$0.02,$0.01,$0.01,-$0.00,$0.00,$0.02,-$0.00,-$0.00,$0.01,-$0.00,$0.01,$0.00,$1.36,396.26,0.939461131
1/3/2023,$0.01,$0.00,$0.01,$0.02,-$0.00,$0.01,$0.01,$0.01,$0.01,-$0.00,$0.00,$0.02,-$0.01,-$0.02,$0.00,-$0.01,-$0.03,-$0.01,$0.00,-$0.00,$0.00,$1.36,394.74,0.937894386
2/3/2023,-$0.00,-$0.03,-$0.02,-$0.00,-$0.02,$0.01,-$0.01,$0.06,$0.00,-$0.00,-$0.02,-$0.03,$0.01,$0.01,-$0.01,$0.00,-$0.01,$0.00,-$0.00,$0.03,$0.00,$1.36,397.81,0.941055302
3/3/2023,-$0.03,-$0.01,-$0.02,-$0.03,-$0.02,-$0.02,-$0.06,-$0.04,$0.02,$0.01,-$0.01,-$0.02,-$0.02,$0.02,-$0.00,-$0.00,$0.01,$0.02,-$0.03,-$0.03,-$0.01,$1.35,404.19,0.947580388
6/3/2023,-$0.02,$0.00,-$0.01,$0.01,-$0.02,$0.01,$0.00,$0.02,-$0.01,-$0.01,$0.00,$0.01,-$0.01,$0.00,-$0.00,-$0.00,-$0.01,$0.00,-$0.01,-$0.01,$0.00,$1.35,404.47,0.947865416
7/3/2023,$0.01,-$0.01,$0.01,$0.00,$0.01,$0.03,$0.00,$0.03,$0.02,$0.01,$0.02,$0.01,$0.02,$0.03,$0.01,-$0.01,-$0.01,$0.02,$0.02,$0.01,$0.01,$1.36,398.27,0.941527734
8/3/2023,-$0.01,-$0.04,$0.00,-$0.00,-$0.00,-$0.01,-$0.00,$0.03,$0.00,$0.01,-$0.00,-$0.04,$0.00,-$0.00,$0.01,-$0.01,$0.01,-$0.00,-$0.01,-$0.00,$0.00,$1.35,398.92,0.942194776
9/3/2023,$0.02,$0.02,$0.01,$0.02,$0.02,-$0.06,$0.02,$0.05,$0.01,$0.01,$0.01,$0.03,$0.01,$0.01,-$0.01,-$0.03,$0.05,$0.03,-$0.00,$0.02,$0.01,$1.37,391.56,0.934605515
10/3/2023,$0.01,$0.02,$0.01,$0.02,$0.02,$0.03,$0.01,$0.00,$0.02,$0.00,$0.00,$0.02,$0.02,$0.01,-$0.01,$0.00,-$0.02,-$0.03,$0.03,$0.03,$0.01,$1.38,385.91,0.928724597
13/3/2023,-$0.01,$0.01,-$0.02,-$0.02,-$0.01,-$0.02,-$0.01,$0.01,-$0.01,-$0.01,-$0.01,$0.00,-$0.01,-$0.00,$0.01,-$0.00,$0.00,-$0.01,$0.01,$0.02,$0.00,$1.37,385.36,0.928149524
14/3/2023,-$0.01,-$0.06,-$0.03,-$0.03,-$0.03,$0.03,-$0.07,$0.05,$0.02,-$0.01,-$0.01,-$0.05,$0.02,$0.00,$0.00,$0.01,$0.00,$0.01,-$0.01,-$0.03,-$0.01,$1.36,391.73,0.934781716
15/3/2023,-$0.00,-$0.03,-$0.02,-$0.01,-$0.02,-$0.05,-$0.02,$0.02,$0.01,-$0.00,-$0.01,-$0.01,$0.01,-$0.01,-$0.00,-$0.00,-$0.03,-$0.00,-$0.01,-$0.00,-$0.01,$1.35,389.28,0.932238145
16/3/2023,-$0.02,-$0.07,-$0.04,-$0.04,-$0.04,$0.02,-$0.04,-$0.02,-$0.01,$0.00,-$0.01,-$0.05,$0.00,$0.00,-$0.01,$0.01,-$0.02,$0.01,-$0.01,-$0.06,-$0.02,$1.33,396.11,0.93930667
17/3/2023,$0.01,-$0.01,-$0.01,$0.01,-$0.01,-$0.04,$0.05,$0.02,$0.00,$0.01,-$0.00,-$0.01,-$0.00,-$0.01,$0.01,$0.01,$0.02,$0.01,$0.02,-$0.01,$0.00,$1.34,389.99,0.932976191
20/3/2023,-$0.02,$0.01,$0.03,$0.01,$0.00,$0.01,-$0.01,-$0.02,-$0.00,-$0.01,-$0.02,-$0.01,$0.00,-$0.00,-$0.02,-$0.02,-$0.01,-$0.01,-$0.00,-$0.01,$0.00,$1.33,393.74,0.936861771
21/3/2023,-$0.01,$0.01,-$0.01,-$0.03,-$0.04,$0.03,-$0.02,-$0.08,-$0.02, $-   ,$0.01,-$0.01,-$0.01,-$0.00,-$0.01,-$0.01,-$0.00,-$0.02,-$0.05,-$0.03,-$0.02,$1.32,398.91,0.942184518
22/3/2023,$0.01,-$0.02,$0.01,$0.02,$0.01,$0.03,$0.01,$0.03,$0.01,$0.02,$0.00,-$0.01,$0.01,$0.02,$0.01,$0.01,$0.04,$0.02,$0.03,$0.03,$0.01,$1.33,392.11,0.935175423
23/3/2023,-$0.01,-$0.03,-$0.02,-$0.00,-$0.02,-$0.00,-$0.02,-$0.01,-$0.01,-$0.00,$0.00,-$0.03,-$0.01,-$0.00,$0.01,-$0.00,-$0.09,-$0.01,$0.02,-$0.02,-$0.01,$1.32,393.17,0.936272516
24/3/2023,-$0.01,$0.02,-$0.01,$0.01,$0.00,-$0.02,-$0.01,$0.01,$0.01,-$0.01,-$0.02,$0.02,$0.01,$0.00,-$0.01,-$0.01,-$0.02,$0.02,-$0.02,-$0.02,$0.00,$1.32,395.75,0.938935827
27/3/2023,$0.01,$0.01,$0.02,$0.00,$0.03,$0.03,$0.02,-$0.01,-$0.00,-$0.00,$0.01,$0.01,-$0.01,$0.01,-$0.01,-$0.01,$0.00,-$0.02,$0.01,$0.00,$0.00,$1.32,396.49,0.939697908
28/3/2023,$0.00,$0.02,$0.00,$0.01,$0.01,-$0.00,$0.01,$0.01,$0.01,$0.01,-$0.00,$0.00,$0.00,$0.00,$0.02,$0.00,$0.01,$0.01,$0.01,-$0.00,$0.01,$1.33,395.6,0.938781252
29/3/2023,-$0.02,-$0.02,-$0.02,-$0.03,-$0.00,-$0.00,-$0.02,-$0.02,-$0.01,-$0.01,-$0.00,-$0.02,-$0.01,-$0.01,$0.01,-$0.01,-$0.03,-$0.02,-$0.02,-$0.02,-$0.01,$1.31,401.35,0.944683054
30/3/2023,-$0.01,-$0.02,-$0.01,-$0.02,$0.00,$0.00,-$0.01,-$0.01,$0.00,-$0.00,-$0.00,-$0.01,$0.00,-$0.01,-$0.01,-$0.00,-$0.02,-$0.01,-$0.00,-$0.01,-$0.01,$1.31,403.7,0.94708132
31/3/2023,-$0.02,-$0.00,-$0.01,-$0.01,-$0.03,-$0.01,-$0.02,-$0.06,-$0.01,-$0.01,-$0.01,-$0.01,-$0.01,-$0.03,-$0.01,-$0.01,-$0.02,-$0.02,-$0.02,-$0.01,-$0.02,$1.29,409.39,0.952855667
3/4/2023,-$0.01,$0.01,$0.00,$0.01,-$0.01,$0.00,-$0.01,$0.06,-$0.02,-$0.01,-$0.01,-$0.01,-$0.01,-$0.01,-$0.04,-$0.01,-$0.01,$0.00,$0.01,$0.01,$0.00,$1.29,410.95,0.954430852
4/4/2023,$0.00,$0.01,$0.00,-$0.01,-$0.00,$0.01,-$0.01,$0.01,$0.01,-$0.01,-$0.00,$0.02,$0.01,$0.01,$0.00,-$0.01,$0.00,$0.00,$0.00,-$0.01,$0.00,$1.29,408.67,0.952127514
5/4/2023,$0.01,$0.04,$0.01,$0.03,$0.00,$0.01,$0.02,$0.04,-$0.00,-$0.04,-$0.01,$0.02,$0.00,$0.02,-$0.03,-$0.01,$0.01,-$0.00,$0.02,$0.01,$0.01,$1.30,407.6,0.951044055
6/4/2023,-$0.01,$0.00,-$0.03,-$0.01,-$0.04,$0.00,-$0.02,$0.00,$0.01,$0.00,-$0.01,-$0.01,$0.01,$0.00,-$0.01,$0.02,$0.01,-$0.00,-$0.02,$0.00,$0.00,$1.29,409.19,0.952653475
10/4/2023,$0.02,-$0.03,$0.01,-$0.00,$0.02,-$0.00,$0.01,$0.00,-$0.00,$0.01,$0.01,-$0.02,$0.00,-$0.01,-$0.00,$0.00,$0.00,-$0.01,$0.01,$0.01,$0.00,$1.29,409.61,0.953078014
11/4/2023,$0.01,$0.02,$0.02,$0.02,$0.01,-$0.00,$0.00,-$0.01,-$0.01,$0.00,$0.00,$0.02,-$0.01,-$0.01,-$0.01,-$0.00,$0.00,$0.00,$0.01,$0.01,$0.00,$1.30,409.72,0.953189162
12/4/2023,$0.00,$0.02,-$0.00,$0.02,$0.01,$0.00,-$0.00,$0.03,$0.00,$0.00,-$0.00,$0.03,$0.01,$0.01,-$0.00,$0.01,$0.02,$0.03,$0.00,$0.00,$0.01,$1.31,408.05,0.951499911
13/4/2023,-$0.03,$0.00,-$0.02,-$0.05,-$0.03,-$0.00,-$0.03,-$0.03,-$0.02,-$0.01,-$0.00,$0.00,-$0.02,-$0.01,-$0.01,-$0.00,-$0.04,-$0.03,-$0.03,-$0.02,-$0.02,$1.29,413.47,0.956968251
14/4/2023,$0.00,$0.00,$0.01,-$0.00,-$0.01,-$0.07,-$0.01,$0.00,-$0.01,$0.00,$0.01,-$0.01,-$0.01,-$0.00,$0.03,$0.00,$0.02,$0.01,-$0.01,-$0.00,$0.00,$1.28,412.46,0.955952331
