Date,AAPL,AMD,MSFT,AMZN,GOOGL,JPM,META,TSLA,V,JNJ,PG,NVDA,MA,HD,UNH,VZ,NFLX,DIS,PYPL,ADBE,AVG,Cumulative_Sum,SPY,Returns
17/4/2023,-$0.00,$0.02,-$0.01,-$0.00,$0.03,-$0.01,$0.01,-$0.01,$0.00,$0.00,-$0.00,-$0.01,-$0.00,-$0.01,$0.01,-$0.01,$0.02,-$0.00,-$0.01,$0.00,$0.00,$1.29,413.94,0.957440527
18/4/2023,-$0.01,$0.00,$0.00,$0.00,$0.01,-$0.01,$0.00,$0.01,-$0.00,$0.03,-$0.00,-$0.02,$0.00,-$0.01,$0.00,$0.01,-$0.00,-$0.01,$0.01,$0.00,$0.00,$1.29,414.21,0.957711698
19/4/2023,-$0.01,-$0.00,-$0.00,-$0.02,$0.00,$0.00,$0.01,$0.02,$0.00,-$0.01,-$0.00,-$0.01,-$0.00,$0.01,$0.04,$0.01,$0.03,$0.02,$0.01,-$0.01,$0.01,$1.29,414.14,0.957641404
20/4/2023,$0.01,-$0.00,$0.01,$0.00,-$0.01,$0.00,$0.01,$0.10,-$0.01,-$0.01,$0.00,$0.03,-$0.01,-$0.01,-$0.00,$0.04,-$0.01,$0.01,$0.02,-$0.00,$0.01,$1.30,411.88,0.955368295
21/4/2023,$0.01,$0.02,$0.00,-$0.03,-$0.00,$0.00,$0.00,$0.01,$0.00,$0.01,-$0.03,-$0.00,-$0.00,-$0.00,$0.01,-$0.00,-$0.01,-$0.02,-$0.01,$0.01,$0.00,$1.30,412.2,0.955690579
24/4/2023,-$0.00,-$0.01,$0.01,$0.01,-$0.01,-$0.00,$0.00,-$0.02,$0.01,-$0.01,-$0.00,$0.00,$0.00,-$0.01,-$0.01,$0.01,-$0.00,-$0.00,-$0.00,$0.00,$0.00,$1.30,412.63,0.956123426
25/4/2023,$0.01,-$0.04,$0.02,$0.03,$0.02,$0.02,$0.02,-$0.01,$0.01,-$0.01,-$0.00,$0.03,$0.02,$0.02,-$0.01,-$0.01,$0.02,$0.02,$0.03,$0.02,$0.01,$1.31,406.08,0.949502166
26/4/2023,$0.00,$0.03,-$0.07,-$0.02,$0.00,$0.02,-$0.01,-$0.04,$0.01,$0.02,$0.01,-$0.03,$0.00,$0.03,$0.02,$0.01,$0.00,$0.01,$0.00,$0.02,$0.00,$1.31,404.36,0.947753454
27/4/2023,-$0.03,$0.02,-$0.03,-$0.05,-$0.04,-$0.01,-$0.13,$0.04,-$0.00,-$0.00,-$0.01,-$0.01,-$0.02,-$0.02,-$0.02,-$0.05,-$0.01,-$0.03,$0.03,$0.02,-$0.02,$1.29,412.41,0.955902001
28/4/2023,-$0.01,-$0.02,-$0.01,$0.04,$0.00,-$0.01,-$0.01,$0.03,-$0.02,-$0.00,$0.00,-$0.02,-$0.02,-$0.02,-$0.00,-$0.00,-$0.01,-$0.03,-$0.02,-$0.02,-$0.01,$1.29,415.93,0.959436811
1/5/2023,$0.00,-$0.00,$0.01,$0.03,$0.00,-$0.02,-$0.01,$0.02,$0.00,$0.00,-$0.00,-$0.04,$0.00,$0.01,-$0.01,$0.00,$0.02,$0.00,$0.01,$0.01,$0.00,$1.29,415.51,0.959015935
2/5/2023,$0.01,-$0.00,$0.00,-$0.02,$0.02,$0.02,$0.02,$0.01,$0.02,-$0.01,$0.00,$0.02,$0.01,$0.01,$0.00,$0.03,$0.02,$0.02,$0.04,$0.01,$0.01,$1.30,410.84,0.954319892
3/5/2023,$0.01,$0.10,$0.00,-$0.00,-$0.00,$0.02,$0.01,-$0.00,$0.00,$0.01,$0.00,$0.01,$0.00,$0.00,$0.01,-$0.01,$0.01,-$0.00,$0.01,$0.07,$0.01,$1.31,408.02,0.95146953
4/5/2023,$0.01,$0.06,-$0.00,-$0.00,$0.01,$0.01,$0.01,-$0.00,$0.00,$0.00,$0.00,$0.01,-$0.00,$0.03,$0.00,$0.02,-$0.00,$0.03,$0.01,-$0.03,$0.01,$1.32,405.13,0.948536827
5/5/2023,-$0.05,-$0.04,-$0.02,-$0.02,-$0.01,-$0.02,$0.00,-$0.05,-$0.03,-$0.00,-$0.00,-$0.04,-$0.02,-$0.01,-$0.01,-$0.01,-$0.01,-$0.03,$0.04,$0.04,-$0.01,$1.30,412.63,0.956123426
8/5/2023,$0.00,-$0.06,$0.01,-$0.00,-$0.02,-$0.00,-$0.00,-$0.01,-$0.00,$0.00,$0.00,-$0.02,-$0.00,$0.01,$0.00, $-   ,-$0.03,-$0.02,-$0.01,-$0.01,-$0.01,$1.30,412.74,0.956234113
9/5/2023,$0.01,-$0.00,$0.01,-$0.01,$0.00,$0.00,-$0.00,$0.02,-$0.00,$0.01,$0.01,$0.02,$0.01,-$0.01,$0.00,$0.01,-$0.00,$0.01,$0.14,-$0.00,$0.01,$1.31,410.93,0.954410678
10/5/2023,-$0.01,-$0.02,-$0.02,-$0.03,-$0.04,-$0.00,$0.00,$0.00,$0.01,-$0.00,-$0.00,-$0.01,$0.00,$0.01,$0.00,-$0.00,-$0.01,$0.01,-$0.04,$0.00,-$0.01,$1.30,412.85,0.956344783
11/5/2023,-$0.00,-$0.00,$0.01,-$0.02,-$0.04,$0.00,-$0.01,-$0.02,$0.00,$0.00,-$0.00,$0.01,-$0.00,$0.00,$0.00,$0.00,-$0.03,$0.09,$0.01,-$0.01,$0.00,$1.30,412.13,0.955620091
12/5/2023,$0.01,$0.02,$0.00,$0.02,-$0.01,$0.01,$0.01,$0.02,-$0.00,$0.00,-$0.01,$0.01,$0.00,-$0.01,-$0.01,$0.00,$0.01,-$0.00,-$0.04,-$0.02,$0.00,$1.30,411.59,0.955076102
15/5/2023,$0.00,-$0.02,-$0.00,-$0.01,$0.01,-$0.01,-$0.02,$0.01,-$0.01,$0.01,-$0.00,-$0.02,-$0.00,$0.01,$0.01,$0.02,$0.01,$0.01,$0.01,$0.03,$0.00,$1.30,413.01,0.956505729
16/5/2023, $-   ,-$0.04,-$0.01,-$0.02,-$0.03,$0.01,$0.00,-$0.00,$0.01,-$0.00,$0.00,-$0.01,$0.01,$0.02,$0.01,-$0.02,$0.01,-$0.02,-$0.02,$0.00,$0.00,$1.30,410.25,0.953724457
17/5/2023,-$0.00,-$0.02,-$0.01,-$0.02,-$0.01,-$0.03,-$0.02,-$0.04,-$0.01,-$0.00,$0.00,-$0.03,-$0.02,$0.04,-$0.01,$0.00,-$0.02,$0.02,$0.01,-$0.03,-$0.01,$1.29,415.23,0.958735218
18/5/2023,-$0.01,-$0.04,-$0.01,-$0.02,-$0.02,-$0.01,-$0.02,-$0.02,-$0.00,-$0.00,$0.02,-$0.05,-$0.01,-$0.01,$0.01,-$0.00,-$0.09,$0.01,-$0.00,-$0.01,-$0.01,$1.27,419.23,0.962735358
19/5/2023,-$0.00,$0.02,$0.00,$0.02,$0.00,$0.00,$0.00,-$0.02,$0.00,$0.00,-$0.00,$0.01,$0.02,$0.01,$0.00,-$0.00,$0.02,$0.03,-$0.01,-$0.03,$0.00,$1.28,418.62,0.962126736
22/5/2023,$0.01,-$0.02,-$0.01,$0.01,-$0.02,$0.01,-$0.01,-$0.05,$0.01,-$0.01,$0.03,$0.00,$0.00,$0.00,-$0.00,-$0.00,$0.01,$0.01,$0.03,-$0.00,$0.00,$1.28,418.79,0.962296403
23/5/2023,$0.02,-$0.00,$0.02,$0.00,$0.02,$0.01,$0.01,$0.02,$0.03,-$0.00,-$0.01,$0.02,$0.03,-$0.01,$0.00,$0.01,$0.02,-$0.02,$0.02,$0.00,$0.01,$1.28,414.09,0.95759119
24/5/2023,-$0.00,-$0.00,$0.00,-$0.02,$0.01,$0.01,-$0.01,$0.02,-$0.01,-$0.00,-$0.01,$0.00,$0.01,$0.01,-$0.00,$0.01,-$0.02,-$0.01,$0.00,$0.01,$0.00,$1.29,411.09,0.954572049
25/5/2023,-$0.01,-$0.11,-$0.04,$0.02,-$0.02,-$0.00,-$0.01,-$0.01,$0.01,-$0.01,-$0.01,-$0.22,$0.00,$0.02,$0.01,-$0.03,$0.02,-$0.01,$0.04,-$0.07,-$0.02,$1.26,414.65,0.958153391
26/5/2023,-$0.01,-$0.05,-$0.02,-$0.04,-$0.01,-$0.01,-$0.04,-$0.05,$0.01,-$0.00,$0.00,-$0.03,-$0.01,-$0.02,$0.01,$0.01,-$0.05,$0.00,-$0.01,-$0.06,-$0.02,$1.24,420.02,0.963522829
30/5/2023,-$0.01,$0.01,$0.01,-$0.01,$0.01,-$0.00,-$0.00,-$0.04,$0.02,$0.00,-$0.02,-$0.03,$0.02,$0.00,$0.00,-$0.00,-$0.04,-$0.01,-$0.03,-$0.00,-$0.01,$1.24,420.18,0.963682215
31/5/2023,$0.00,$0.06,$0.01,$0.01,$0.01,$0.01,-$0.01,-$0.01,-$0.00,$0.00,-$0.00,$0.06,-$0.01,$0.03,-$0.02,$0.02,-$0.01,$0.00,$0.00,-$0.00,$0.01,$1.24,417.85,0.961357759
1/6/2023,-$0.02,-$0.01,-$0.01,-$0.02,-$0.01,-$0.01,-$0.03,-$0.02,$0.02,-$0.00,$0.01,-$0.05,$0.02,$0.02,-$0.01,-$0.00,-$0.02,-$0.01,-$0.02,-$0.02,-$0.01,$1.24,421.82,0.965313944
2/6/2023,-$0.00,$0.01,-$0.01,-$0.01,-$0.01,-$0.02, $-   ,-$0.03,-$0.01,$0.02,$0.02,$0.01,-$0.01,-$0.03,-$0.01,$0.03,$0.01,-$0.02,-$0.01,-$0.02,-$0.01,$1.23,427.92,0.971351884
5/6/2023,$0.01,-$0.00,-$0.00,-$0.01,-$0.01,$0.01,$0.00,-$0.02,$0.01,-$0.01,$0.00,$0.00,$0.01,$0.01,$0.00,-$0.00,-$0.01,-$0.00,-$0.01,$0.01,$0.00,$1.23,427.1,0.970543072
6/6/2023,$0.00,-$0.05,$0.01,-$0.01,-$0.01,-$0.00,$0.00,-$0.02,-$0.01,$0.00,$0.01,$0.01,-$0.03,-$0.01,$0.02,$0.01,$0.01,-$0.01,-$0.01,$0.00,$0.00,$1.23,428.03,0.971460316
7/6/2023,$0.01,$0.05,$0.03,$0.04,$0.04,-$0.01,$0.03,-$0.01,$0.01,-$0.00,-$0.00,$0.03,$0.02,-$0.02,$0.01,-$0.02,-$0.00,-$0.00,$0.02,$0.03,$0.01,$1.24,426.55,0.970000083
8/6/2023,-$0.02,-$0.03,-$0.01,-$0.02,$0.00,-$0.00,-$0.00,-$0.04,$0.01,-$0.01,-$0.01,-$0.03,$0.01,$0.00,-$0.02,-$0.00,-$0.02,-$0.00,-$0.00,-$0.05,-$0.01,$1.23,429.13,0.972543775
9/6/2023,-$0.00,-$0.03,-$0.00,$0.01,-$0.00,-$0.00,-$0.00,-$0.04,-$0.00,$0.00,-$0.00,-$0.01,-$0.00,$0.01,-$0.01,-$0.00,-$0.03,$0.01,$0.01,-$0.03,-$0.01,$1.22,429.9,0.973301262
12/6/2023,-$0.02,-$0.03,-$0.02,-$0.03,-$0.01,$0.00,-$0.02,-$0.02,-$0.01,$0.00,$0.01,-$0.02,-$0.02,-$0.01,$0.00,-$0.00,-$0.01,-$0.01,-$0.00,-$0.04,-$0.01,$1.21,433.8,0.977126145
13/6/2023,$0.00,$0.04,-$0.01,-$0.00,-$0.00,-$0.01,-$0.00,-$0.03,$0.01,-$0.01,$0.00,-$0.04,$0.01,$0.00,$0.00,$0.00,-$0.03,-$0.01,$0.00,-$0.01,$0.00,$1.20,436.66,0.979918712
14/6/2023,-$0.00,-$0.02,-$0.01,$0.00,$0.00,$0.00,-$0.01,$0.01,-$0.00,-$0.01,-$0.01,-$0.05,-$0.01,$0.00,$0.07,-$0.01,-$0.01,$0.02,-$0.00,-$0.00,$0.00,$1.20,437.18,0.980425339
15/6/2023,-$0.01,$0.02,-$0.03,-$0.01,-$0.01,-$0.01,-$0.03,$0.00,-$0.01,-$0.01,-$0.01,$0.01,-$0.01,-$0.01,$0.01,-$0.02,-$0.01,-$0.01,-$0.03,-$0.02,-$0.01,$1.19,442.6,0.985685778
16/6/2023,$0.01,$0.03,$0.02,$0.01,$0.01,-$0.00,$0.00,-$0.02,-$0.01,-$0.00,-$0.01,-$0.00,$0.01,$0.01,-$0.02,-$0.00,$0.03,$0.02,-$0.01,-$0.01,$0.00,$1.20,439.46,0.982642688
20/6/2023,-$0.00,$0.01,$0.01,-$0.00,$0.00,$0.01,-$0.01,-$0.05,$0.01,$0.00,$0.01,-$0.03,$0.01,-$0.00,$0.02,$0.02,-$0.01,$0.02,-$0.04,$0.02,$0.00,$1.20,437.18,0.980425339
21/6/2023,$0.01,$0.06,$0.01,$0.01,$0.02,$0.00,$0.01,$0.06,-$0.00,$0.00,-$0.01,$0.02,-$0.00,$0.00,-$0.02,-$0.00,$0.02,$0.01,$0.01,$0.02,$0.01,$1.21,434.94,0.978240511
22/6/2023,-$0.02,$0.01,-$0.02,-$0.04,-$0.02,$0.02,-$0.01,-$0.02,-$0.01,-$0.01,-$0.00,$0.00,-$0.00,-$0.00,-$0.00,-$0.00,$0.00,$0.00,-$0.01,-$0.00,-$0.01,$1.20,436.51,0.979772507
23/6/2023,$0.00,$0.01,$0.01,$0.01,$0.01,$0.01,-$0.01,$0.03,-$0.01,$0.00,$0.01,$0.02,-$0.01,$0.00,$0.00,$0.01,-$0.00,$0.00,$0.02,-$0.01,$0.01,$1.21,433.21,0.976548762
26/6/2023,$0.01,$0.02,$0.02,$0.02,$0.03,-$0.00,$0.04,$0.06,$0.01,$0.01,-$0.00,$0.04,$0.01,-$0.02,-$0.00,-$0.02,$0.02,-$0.01,$0.01,$0.01,$0.01,$1.22,431.44,0.974813936
27/6/2023,-$0.01,-$0.03,-$0.02,-$0.01,-$0.00,-$0.00,-$0.03,-$0.04,-$0.00,$0.00,-$0.01,-$0.03,-$0.01,-$0.02,-$0.01,-$0.01,-$0.00,-$0.00,$0.00,-$0.02,-$0.01,$1.21,436.17,0.979441002
28/6/2023,-$0.01,$0.00,-$0.00,$0.00,$0.02,$0.00,$0.01,-$0.02,-$0.00,$0.00,$0.00,$0.02,$0.00,$0.02,$0.02,-$0.01,-$0.03,$0.00,$0.00,$0.01,$0.00,$1.21,436.39,0.979655521
29/6/2023,-$0.00,-$0.01,$0.00,$0.01,$0.01,-$0.03,$0.01,-$0.00,-$0.03,-$0.01,$0.00,$0.01,-$0.02,-$0.00,-$0.00,-$0.00,$0.00,-$0.00,$0.00,-$0.00,$0.00,$1.20,438.11,0.981330572
30/6/2023,-$0.02,-$0.02,-$0.02,-$0.02,$0.01,-$0.01,-$0.02,-$0.02,-$0.01,-$0.01,-$0.02,-$0.04,-$0.01,-$0.01,-$0.01,-$0.01,-$0.03,-$0.00,-$0.01,-$0.01,-$0.01,$1.19,443.28,0.986343181
3/7/2023,$0.01,-$0.02,$0.01,$0.00,-$0.00,-$0.01,$0.00,-$0.07,-$0.00,$0.01,-$0.01,-$0.00,-$0.00,$0.00,$0.01,-$0.00,-$0.00,-$0.01,-$0.02,$0.01,$0.00,$1.18,443.79,0.986835859
5/7/2023,$0.01,$0.02,-$0.00,-$0.00,-$0.02,$0.01,-$0.03,-$0.01,-$0.01,$0.00,$0.00,$0.00,-$0.00,-$0.00,$0.01,-$0.01,-$0.01,$0.01,-$0.01,-$0.00,$0.00,$1.18,443.13,0.986198215
6/7/2023,-$0.00,$0.00,-$0.01,$0.02,$0.01,$0.01,$0.01,$0.02,$0.00,$0.01,$0.00,$0.01,$0.00,$0.03,$0.00,$0.01,$0.02,$0.01,$0.04,$0.01,$0.01,$1.19,439.66,0.982836881
7/7/2023,$0.01,$0.00,$0.01,-$0.01,$0.01,-$0.01,$0.01,$0.01,$0.01,$0.01,$0.02,-$0.01,$0.01,-$0.00,$0.02,$0.03,$0.00,$0.00,-$0.01,-$0.01,$0.01,$1.20,438.55,0.981758476
10/7/2023,$0.01,-$0.00,$0.02,$0.02,$0.03,-$0.01,-$0.01,$0.02,-$0.01,-$0.00,-$0.00,$0.01,-$0.01,-$0.02,$0.00,$0.02,-$0.01,$0.01,-$0.04,-$0.02,$0.00,$1.20,439.66,0.982836881
11/7/2023,$0.00,$0.02,-$0.00,-$0.01,$0.01,-$0.02,-$0.01,-$0.00,-$0.01,$0.01,$0.01,-$0.01,-$0.01,-$0.01,$0.00,$0.00,$0.00,-$0.02,-$0.02,-$0.02,$0.00,$1.19,442.46,0.98555036
12/7/2023,-$0.01,-$0.03,-$0.01,-$0.02,$0.02,-$0.00,-$0.04,-$0.01,-$0.01,$0.00,-$0.01,-$0.03,-$0.01,-$0.01,$0.02,$0.00,-$0.01,-$0.01,$0.00,-$0.01,-$0.01,$1.19,446.02,0.988986365
13/7/2023,-$0.00,-$0.01,-$0.02,-$0.03,-$0.05,-$0.00,-$0.01,-$0.02,-$0.00,-$0.00,-$0.00,-$0.05,$0.00,$0.01,-$0.01,$0.01,-$0.01,-$0.00,-$0.03,-$0.02,-$0.01,$1.17,449.56,0.992387716
14/7/2023,-$0.00,-$0.00,-$0.01,-$0.00,-$0.01,-$0.01,$0.01,-$0.01,$0.00,-$0.01,-$0.01,$0.01,-$0.00,-$0.01,$0.07,$0.02,$0.02,$0.02,$0.00,$0.00,$0.01,$1.18,449.28,0.992119236
17/7/2023,-$0.02,-$0.02,-$0.00,$0.01,$0.01,-$0.02,-$0.01,-$0.03,-$0.00,$0.01,$0.01,-$0.02,$0.00,$0.00,-$0.01,-$0.08,-$0.02,$0.04,-$0.02,-$0.01,-$0.01,$1.17,450.84,0.993613852
18/7/2023,$0.00,$0.00,-$0.04,$0.01,$0.01,-$0.00,-$0.00,-$0.01,$0.01,$0.00,-$0.00,-$0.02,$0.01,-$0.00,-$0.03,$0.03,-$0.05,$0.00,-$0.01,-$0.02,-$0.01,$1.16,454.19,0.996813588
19/7/2023,-$0.01,$0.01,$0.01,-$0.02,$0.01,-$0.00,-$0.01,$0.01,-$0.00,$0.00,-$0.01,$0.01,-$0.00,-$0.01,-$0.01,$0.05,-$0.01,$0.01,$0.00,$0.01,$0.00,$1.16,455.2,0.997775663
20/7/2023,$0.01,$0.05,$0.02,$0.04,$0.02,-$0.01,$0.04,$0.10,$0.01,-$0.06,-$0.00,$0.03,$0.00,$0.00,-$0.00,$0.01,$0.09,$0.01,$0.02,$0.02,$0.02,$1.18,452.18,0.994895355
21/7/2023,$0.01,-$0.01,$0.01,-$0.00,-$0.01,$0.01,$0.03,$0.01,$0.00,-$0.01,-$0.02,$0.03,$0.00,-$0.00,-$0.00,-$0.01,$0.02,$0.01,$0.00,-$0.01,$0.00,$1.19,452.18,0.994895355
24/7/2023,-$0.00,$0.00,-$0.00,$0.01,-$0.01,-$0.02,$0.01,-$0.03,-$0.01,-$0.01,-$0.00,-$0.01,-$0.02,-$0.01,-$0.00,-$0.00,-$0.00,$0.01,-$0.01,-$0.01,-$0.01,$1.18,454.2,0.996823119
25/7/2023,-$0.00,-$0.02,-$0.02,-$0.00,-$0.01,$0.01,-$0.01,$0.01,$0.01,-$0.01,-$0.00,-$0.02,$0.01,-$0.00,-$0.00,-$0.01,$0.00,$0.01,$0.01,-$0.00,$0.00,$1.18,455.44,0.998004097
26/7/2023,-$0.00,$0.03,$0.04,$0.01,-$0.06,-$0.01,-$0.01,$0.00,$0.01,-$0.00,-$0.00,$0.01,-$0.00,-$0.01,$0.01,-$0.00,$0.01,$0.00,-$0.01,$0.02,$0.00,$1.18,455.51,0.998070711
27/7/2023,$0.01,-$0.01,$0.02,-$0.00,-$0.00,$0.01,-$0.04,$0.03,$0.01,-$0.01,$0.01,-$0.01,$0.02,-$0.00,$0.01,$0.02,$0.02,$0.01,$0.02,$0.00,$0.01,$1.19,452.49,0.995191516
28/7/2023,-$0.01,-$0.02,-$0.02,-$0.03,-$0.02,-$0.01,-$0.04,-$0.04,-$0.01,-$0.00,-$0.03,-$0.02,$0.00,-$0.01,$0.00,-$0.01,$0.03,$0.01,-$0.03,-$0.03,-$0.01,$1.17,456.92,0.999411274
31/7/2023,-$0.00,-$0.01,$0.01,-$0.01,-$0.00,-$0.01,$0.02,-$0.00,-$0.01,$0.04,$0.00,$0.00,-$0.00,-$0.01,-$0.01,-$0.00,-$0.03,-$0.03,-$0.02,-$0.03,-$0.01,$1.17,457.79,1.000237262
1/8/2023,$0.00,-$0.03,-$0.00,$0.02,$0.01,$0.01,-$0.01,$0.02,-$0.01,-$0.01,$0.00,$0.00,-$0.01,$0.01,$0.00,$0.02,$0.00,-$0.00,$0.00,-$0.01,$0.00,$1.17,456.48,0.998993194
2/8/2023,$0.02,$0.07,$0.03,$0.03,$0.02,$0.01,$0.03,$0.03,$0.01,-$0.01,-$0.00,$0.05,$0.02,$0.01,-$0.00,$0.00,$0.02,$0.03,$0.03,$0.03,$0.02,$1.19,450.13,0.992933973
3/8/2023,$0.01,-$0.03,-$0.00,-$0.01,-$0.00,-$0.01,$0.00,-$0.02,-$0.01,-$0.00,-$0.00,-$0.01,-$0.01,-$0.00,-$0.00,$0.01,-$0.00,$0.01,$0.13,$0.01,$0.00,$1.19,448.84,0.991697147
4/8/2023,$0.05,-$0.02,$0.00,-$0.08,$0.00,$0.00,$0.01,$0.02,-$0.00,$0.01,$0.01,-$0.00,$0.00,$0.01,$0.00,$0.01,-$0.00,-$0.01,-$0.02,-$0.01,$0.00,$1.19,446.81,0.989746743
7/8/2023,-$0.02,-$0.01,-$0.01,-$0.02,-$0.03,-$0.00,-$0.02,$0.01,-$0.01,-$0.02,-$0.01,-$0.02,-$0.01,-$0.01,-$0.02,$0.00,-$0.02,-$0.01,$0.03,-$0.01,-$0.01,$1.18,450.71,0.993489412
8/8/2023,$0.01,$0.03,$0.01,$0.02,$0.00,$0.01,$0.01,$0.01,$0.01,-$0.00,-$0.00,$0.02,$0.01,$0.00,$0.01,-$0.00,$0.01,-$0.01,-$0.02,$0.02,$0.01,$1.19,448.75,0.991610781
9/8/2023,-$0.01,$0.02,-$0.01,$0.02,$0.01,$0.01,$0.02,-$0.03,-$0.00,$0.00,$0.00,$0.05,-$0.00,-$0.00,$0.01,-$0.00,$0.02,$0.01,-$0.02,$0.01,$0.01,$1.19,445.75,0.988726314
10/8/2023,-$0.00,$0.00,$0.00,-$0.01,-$0.00,$0.00,-$0.00,$0.01,-$0.00,$0.01,$0.01,$0.00,-$0.01,-$0.00,-$0.00,-$0.01,-$0.00,-$0.05,$0.01,-$0.00,$0.00,$1.19,445.91,0.988880429
11/8/2023,-$0.00,$0.02,-$0.01,$0.00,$0.00,-$0.01,$0.01,-$0.01,$0.00,-$0.01,-$0.01,$0.04,$0.01,-$0.01,-$0.01,-$0.01,$0.02,$0.03,-$0.02,$0.01,$0.00,$1.20,445.65,0.988629976
14/8/2023,$0.01,$0.04,$0.01,-$0.02,-$0.01,-$0.00,-$0.02,-$0.01,-$0.01,$0.00,$0.01,$0.07,-$0.01,$0.00,-$0.01,-$0.01,-$0.01,$0.00,$0.03,-$0.03,$0.00,$1.20,448.11,0.990996346
15/8/2023,-$0.01,$0.01,$0.01,$0.02,$0.01,$0.03,$0.01,-$0.03,$0.01,$0.00,$0.01,-$0.00,$0.01,-$0.01,$0.01,$0.01,$0.01,$0.02,$0.06,$0.01,$0.01,$1.21,442.89,0.985966211
16/8/2023,-$0.01,$0.04,$0.00,$0.02,$0.01,$0.00,$0.03,-$0.03,$0.00,$0.00,$0.01,$0.01,$0.00,-$0.00,$0.01,-$0.00,$0.02,$0.01,$0.00,$0.01,$0.01,$1.21,439.64,0.982817464
17/8/2023,-$0.01,-$0.03,$0.01,$0.01,-$0.01,$0.01,$0.03,-$0.03,$0.01,-$0.01,$0.01,$0.00,$0.00,$0.02,$0.02,$0.01,$0.03,$0.01,-$0.02,$0.01,$0.00,$1.22,436.29,0.97955802
18/8/2023,$0.00,$0.01,-$0.00,$0.01,$0.02,$0.00,-$0.01,-$0.02,-$0.00,$0.01,-$0.00,$0.00,$0.00,-$0.00,-$0.01,-$0.00,$0.00,-$0.00,$0.01,$0.01,$0.00,$1.22,436.5,0.979762758
21/8/2023,$0.01,$0.03,-$0.02,-$0.01,-$0.01,$0.00,$0.02,$0.07,-$0.01,$0.03,$0.01,-$0.08,-$0.00,$0.01,$0.00,$0.01,$0.01,$0.00,-$0.00,-$0.02,$0.00,$1.22,439.34,0.982526148
22/8/2023,-$0.01,$0.02,-$0.00,$0.00,-$0.01,-$0.02,$0.01,-$0.01,-$0.00,$0.01,-$0.00,$0.03,-$0.01,-$0.00,$0.01,-$0.01,-$0.01,$0.00,-$0.02,$0.00,$0.00,$1.22,438.15,0.981369482
23/8/2023,-$0.02,$0.04,-$0.01,-$0.01,-$0.03,$0.01,$0.02,-$0.02,-$0.01,$0.01,-$0.01,-$0.03,-$0.01,-$0.00,$0.01,$0.00,-$0.03,-$0.00,-$0.01,-$0.02,-$0.01,$1.21,443.03,0.986101556
24/8/2023,$0.03,$0.07,$0.02,$0.03,$0.02,-$0.00,$0.03,$0.03,$0.01,-$0.00,$0.00,-$0.00,$0.01,$0.01,-$0.00,-$0.01,$0.05,$0.04,$0.02,$0.04,$0.02,$1.23,436.89,0.980142839
25/8/2023,-$0.01,$0.00,-$0.01,-$0.01,-$0.00,-$0.00,$0.00,-$0.04,-$0.01,-$0.01,-$0.01,$0.02,-$0.01,-$0.00,$0.00,$0.00,-$0.02,$0.01,-$0.01,-$0.02,-$0.01,$1.23,439.97,0.983137782
28/8/2023,-$0.01,$0.00,-$0.00,$0.00,-$0.01,$0.00,-$0.02,-$0.00,-$0.01,$0.01,-$0.00,-$0.02,-$0.01,-$0.01,$0.00,-$0.01,-$0.00,$0.01,-$0.01,-$0.01,$0.00,$1.22,442.76,0.985840513
29/8/2023,-$0.02,$0.03,-$0.01,-$0.01,-$0.03,-$0.01,-$0.03,-$0.07,-$0.01,$0.00,-$0.00,-$0.04,-$0.01,-$0.01,$0.00,-$0.03,-$0.03,-$0.00,-$0.01,-$0.02,-$0.02,$1.21,449.16,0.992004144
30/8/2023,-$0.02,-$0.01,-$0.00,-$0.00,-$0.01,$0.00,$0.01,$0.00,-$0.00,-$0.00,-$0.00,-$0.01,-$0.01,-$0.00,$0.00,$0.00,-$0.01,$0.00,-$0.01,-$0.01,$0.00,$1.20,451.01,0.99377655
31/8/2023,-$0.00,$0.01,$0.00,-$0.02,-$0.00,$0.01,-$0.00,-$0.00,$0.00,-$0.01,-$0.00,-$0.00,$0.00,$0.00,$0.03,-$0.01,$0.00,$0.01,$0.01,-$0.03,$0.00,$1.20,450.35,0.993144705
1/9/2023,-$0.01,-$0.03,-$0.00,-$0.00,$0.00,-$0.00,-$0.00,$0.05,-$0.01,-$0.01,-$0.00,$0.02,-$0.01,-$0.01,-$0.00,$0.00,-$0.01,$0.02,-$0.02,-$0.01,$0.00,$1.20,451.19,0.993948781
5/9/2023,-$0.00,-$0.01,-$0.01,$0.01,-$0.00,$0.01,-$0.01,-$0.05,$0.01,$0.00,$0.01,-$0.00,$0.01,$0.02,$0.01,$0.02,-$0.02,-$0.01,-$0.00,-$0.00,$0.00,$1.20,449.24,0.992080874
6/9/2023,$0.04,$0.01,$0.00,$0.01,$0.01,-$0.00,$0.00,$0.02,-$0.00,-$0.02,$0.00,$0.03,-$0.00,$0.01,-$0.01,$0.00,$0.01,-$0.00,$0.01,$0.01,$0.01,$1.21,446.22,0.989178938
7/9/2023,$0.03,$0.02,$0.01,-$0.02,-$0.01,$0.01,$0.00,$0.00,-$0.00,$0.01,-$0.01,$0.02,-$0.00,-$0.01,$0.02,$0.01,$0.01,-$0.01,$0.02,$0.00,$0.01,$1.21,444.85,0.987858833
